,Name,style,IBU,ABV,Description
519,Beach Drive,Golden Ale,21,4.0,"Beach Drive is an American Golden Ale brewed with a blend of Pilsner, Vienna, and Munich malt for a subtle sweetness, finishing toasty and dry. This single hop ale uses an experimental US hop currently known as ADHA 1940 that has spicy and floral characteristics â much like the Noble hops of Germany and the Czech Republic. Like a weekend outing on Beach Drive, this golden ale is easy going and refreshing"
520,RivershedÂ® Ale,Pale Ale - American,30,5.5,"RivershedÂ® Ale is our tribute to the Chesapeake Bay and the rivers that flow into it. This dry-hopped pale ale is brewed with 100% Virginia grown wheat, providing the perfect setting for a bright hop flavor"
521,Revival Oyster Stout,Stout - Oyster,38,5.5,"Port City Revival Stout is a limited edition beer that we made with oysters from War Shore Oyster Company. Crafted by Head Brewer Jonathan Reeves, this beer is brewed in the British and Irish tradition of oyster stouts.

We steep War Shoreâs Chesapeake Bay oyster shells in the brewing water to add mineral content and then add the oysters and their liquor to the brew during the boil. The oysters add a subtle whiff of a sea breeze, a slight briny character and a smooth textural element to the beer.

Revival Stout is available on draft only, in Port Cityâs Tasting Room, and on tap at select oyster houses, restaurants and bars in DC, Maryland and Virginia. Additionally, five percent of the sales of Revival Stout will be donated to the Oyster Recovery Partnership to support their efforts to revive the oyster population in the Chesapeake Bay and its tributaries"
522,Franconian Kellerbier,Kellerbier / Zwickelbier,35,5.0,"Franconian Kellerbier is a hop forward German-style lager. The naming of Kellerbier suggests that it was originally served from the beer cellar or âKeller,â increasing the flavor of the brewing yeast, malts, and hops. This lager is served unfiltered, or in zwickel style, and is naturally carbonated. Port Cityâs Kellerbier maintains these brewing traditions. This bright amber lager has notes of herbal hops and toasted bread maltiness. The mouthfeel is smooth with natural flavors, finishing clean with a crisp hop bitterness"
523,Rauch MÃ¤rzen,Rauchbier,30,5.5,"Rauch MÃ¤rzen is a traditional Bamberg-style smoked MÃ¤rzen lager brewed with all Bavarian malt and hops. Brilliant copper in color, this beer showcases toasty German malt character, including traditional beechwood-smoked malts that impart an appetizing, savory smokiness"
524,Mexican Dark Lager,Lager - Vienna,24,5.0,"Port Cityâs Mexican Dark Lager draws inspiration from the dark lagers of Mexico known as Oscura lagers. This lager pours chestnut in color with a bright white foamy head, and has notes of toasted caramel and nut in the aroma. This medium bodied beer has slightly sweet and toasty flavors, finishing crisp and delightfully drinkable"
525,Ideaal Tripel,Belgian Tripel,35,8.5,"Drawing inspiration from Belgiumâs monastic brewing tradition, Ideaal Tripel is a golden-hued abbey ale with a dense cap of mousse-like foam. Subtly sweet pilsner malt and herbaceous noble hops leave room for expressive Belgian yeast character to shine. In the glass, fruity esters and peppery phenols mingle with a floral-herbal hop aroma, setting the stage for a deceptively dry body. Ideaal Tripel is perfectly suited to accompany a wide range of food, such as Thanksgiving dinner, fruit-based desserts, and soft-ripened cheeses"
526,Hazy ipa,IPA - New England / Hazy,35,6.8,"Brewed to highlight hop aroma and flavor, Hazy IPA has intense notes of tropical fruit and bright citrus on the nose. Super juicy flavors of mango, peach, and tangerine accompany a crisp malt character. This hazy IPA is soft on the bitterness, finishing clean and smooth all the way around"
527,Star SailorÂ®,IPA - White,40,6.2,"Exploring the limits of IPAs, Star SailorÂ® White IPA converges two of our favorite styles: a Belgian-style witbier and an American IPA. Enjoy the gravitational balance between refreshing, fruity witbier notes, and bitter, hoppy IPA character"
528,German Pilsner,Pilsner - German,35,4.6,"Looking to Germany for inspiration, our German Pilsner is drier and blonder than the classic Bohemian-style pilsner. Brewed with pilsner malt and Noble hops, German Pilsner has a floral and spicy aroma with flavors of lightly sweet malt, finishing firm and dry on the palate. This refreshing pilsner is served in the âKellerâ style, meaning unfiltered and naturally carbonated. Beauty in simplicity, as this two malt and three hop lager won a gold medal at the 2019 GABFÂ® in the Kellerbier/Zwickelbier category"
529,Bishop's Barrel No. 17,Adambier,30,13.2,"Adambier Aged in Bourbon Barrels

Bishop’s Barrel No. 17 pours a mahogany color with ruby highlights. It is a slightly hazy beer with pronounced toffee and honey aromas, and chocolate when it's cold. The smoke from the base beer is subtle, and as it warms up, it becomes more in balance with the rest of the flavors. The wood character blends well with the smoked malt.

The whiskey plays the supporting role in this beer. At first sip, the honey and chocolate are well balanced, with the whiskey finishing it off. This is indeed a dessert beer. The smoke provides just enough to balance the sweetness. Perfectly paired with a bar of chocolate smothered in toffee and honey, next to the fire while wearing your finest velvet smoking jacket. Read Less"
530,Adam,Adambier,50,10.0,Adambier
531,Dortmunder Adambier,Adambier,50,12.7,"A recreation of a historical German style, the Dortmunder Adambier became extinct after the implementation of the Reinheitsgebot. Brewed with a substantial amount of dark, smoked malts, traditional German hops, and fermented with Brettanomyces, the Adambier was aged in oak barrels for one year. Read Less"
532,Arcanum (Singularis #1) (Hillrock Estate Solera Whiskey Barrel),Adambier,46,11.0,Adambier
533,Thurston Adambier,Adambier,18,12.0,Adambier
534,Wild Sour Series: Adambier,Adambier,40,9.0,Adambier
535,Deacon's Nightcap,Barleywine - English,33,10.5,"Deacon’s Nightcap is a collaboration between Figueroa Mountain and the Maltose Falcons homebrew club. Founded in 1974, the Maltose Falcons are the oldest homebrew club in California. The club was active in the 1978 in efforts to legalize homebrewing in the state of California. The current club continues to be recognized as one of the premier homebrewing clubs in the US and produces outstanding quality beer.
Adambier is a rare style that tastes like a cross between an English Barley wine and a doppelbock. What should you look for in an Adambier? Malt, malt, and more malt. Just as a big Belgians will showcase esters and yeast complexity, and a double IPA displays the hops, an Adambier defines complex maltiness. The malt is caramelized and roasty, but those flavors come with a long boil and fermentation, not with the use of roast or caramel malts. The recipe for this collaboration is based on the club’s Vice President, John Aitchison’s infamous homebrew version. Read Less"
536,Who The F%&# Is Adam,Adambier,10,9.1,Adambier
537,Du Hast Mich Gefrogt! German-style Sour Dark Adambier,Adambier,60,8.2,Adambier
538,Bourbon Barrel Aged Balt The More,Altbier,36,10.0,Altbier
539,Barrel Roll No. 7 - Tailslide (2013),Altbier,44,10.5,"It’s with heightened awareness that one attempts a maneuver as daring as the Tailslide, and with equal poise that we bring you this bourbon barrel-aged version of our popular 4th Anniversary Ale. Originally crafted as a doubled version of our alt-bier with a percentage of barrel-aged stout blended in, our Dopplesticke is now 100% conditioned in barrels to fully complement its substantial caramel malt profile. Abundant whiskey aromatics and spicy flavors blend pleasantly with the delicate esters of this strong ale, resulting in an ambitious balance of beer and spirit. - See more at: http://hangar24brewery.com/co_barrel_tailslide.htm#sthash.e3rJnUSF.dpuf Read Less"
540,Amber Apple Pie Ale,Altbier,29,5.0,"This is a variation on the ""I DO"" Brew amber ale infused with baked granny smith apples soaked in cinnamon and b"
541,DoppelSticky,Altbier,66,7.7,Altbier
542,Geistbier,Altbier,52,10.6,Altbier
543,Sticke Biscuit,Altbier,40,9.8,"Historically brewed for special occasions, a sticke alt is a “secret” stronger version of the German Altbier style. Altbiers are fermented with a unique yeast that blurs the line between ale and lager, striking a delicate balance with assertive malt and hop flavors. Traditionally a neighborhood specialty, old-time Alt breweries would often add their own twist on the style to distinguish it from local competition. We pay homage to that tradition with our variation which we brewed with three different types of biscuit malt and aged in bourbon barrels for six months. The result is a complex amber-hued beer with subtle notes of toffee, baking spice, and toasted sourdough. Read Less"
544,Acceptance,Altbier,33,5.0,Altbier
545,Maltlanta Doppel Sticke,Altbier,50,9.3,Altbier
546,Altimatum,Altbier,25,5.0,Altbier
547,Bourbon Street Alt,Altbier,25,8.5,Altbier
548,Hexenbrau Altbier,Altbier,35,5.5,"Subtly sweet, creme brule"
549,Decadent Tourist,Altbier,33,5.0,Altbier
550,Roselare Fourth Anniversary Doppelsticke Altbier,Altbier,75,8.5,Altbier
551,Blank Space,Altbier,48,5.6,Altbier
552,Doppelsticke Altbier,Altbier,34,8.5,"Super-strong (""double"") Alt-style ale, rich copper nutty-malty sweetness, well hopped with spicy aftertones."
553,Frosch Bier,Altbier,31,4.9,Our take on an Altbier. Malt forward with big caramel notes but a smo
554,Double Alt.,Altbier,30,8.0,Altbier
555,Whiskey Sticke Alt,Altbier,64,9.5,Altbier
556,Altbitter,Altbier,55,9.5,Altbier
557,Revenge of the Emu,Australian Sparkling Ale,25,5.4,"An all Australian single hopped Sparkling Ale dedicated to The Great Emu War of 1932. (batch 1&2 used Galaxy, batch 3 comi"
558,Down Under the Covers,Australian Sparkling Ale,24,5.4,Australian Sparkling Ale
559,Corcovado Sparkling Summer Ale,Australian Sparkling Ale,33,5.9,Australian Sparkling Ale
560,Great Emu War,Australian Sparkling Ale,30,7.0,"November 2, 1932, the Australian military traveled to Campion armed with machine guns. Some 20,000 emus had recently migrated inland and were obliterating wheat crops. The hordes of emu managed to evade the bulk of the military attack over the six-day period, during which 2,500 rounds of ammunition had been fired and merely a few hundred birds killed. The Great Emu War was crafted in honor of this seemingly spurious encounter. This Australian Sparkling Ale was generously carbonated and uses Pride of Ringwood hops, once renowned as the hop with the highest alpha acid content in the world. Enjoy its history, its bubbly character, and its profoundly resinous, fruity aroma. Read Less"
